Penetrance,CaseCars,ControlCars,TotControls,TotCases,Scenario
0.2,676,2707,7388264,75277,1
0.2,24,98,6933391,70057,1
0.2,149,596,7214873,73020,1
0.2,691,2768,6909886,70459,1
0.2,0,0,6756734,68249,1
0.2,0,0,6752656,68208,1
0.2,370,1483,7190213,72983,1
0.2,0,0,7179207,72517,1
0.2,28,114,6950046,70229,1
0.2,173,693,7334660,74253,1
0.2,0,0,6794581,68632,1
0.2,0,0,7409769,74846,1
0.2,106,427,6878244,69578,1
0.2,489,1956,6970241,70875,1
0.2,0,0,6787753,68563,1
0.2,0,0,7592590,76692,1
0.2,774,3099,5885005,60187,1
0.2,0,0,7073078,71445,1
0.2,21,85,6967549,70399,1
0.2,0,0,7675743,77532,1
0.2,111,447,7710815,77993,1
0.2,125,504,7277504,73630,1
0.2,0,0,6999558,70702,1
0.2,352,1409,6596299,66967,1
0.2,711,2845,6744752,68811,1
0.2,503,2016,7356828,74794,1
0.2,37,151,7181489,72575,1
0.2,438,1753,8174665,82992,1
0.2,0,0,5993738,60542,1
0.2,0,0,6444438,65095,1
0.2,529,2117,7056848,71788,1
0.2,0,0,7290073,73637,1
0.2,0,0,7553983,76302,1
0.2,112,449,7985296,80767,1
0.2,0,0,6847458,69166,1
0.2,0,0,7282003,73555,1
0.2,0,0,7067721,71391,1
0.2,361,1447,7108229,72146,1
0.2,0,0,6677987,67454,1
0.2,0,0,7013786,70846,1
0.2,18,72,7493083,75704,1
0.2,0,0,6601939,66686,1
0.2,128,514,7123245,72074,1
0.2,0,0,6554911,66211,1
0.2,66,267,7592716,76757,1
0.2,260,1043,7520389,76212,1
0.2,150,601,7093476,71795,1
0.2,0,0,7416269,74911,1
0.2,0,0,6241699,63047,1
0.2,2544,10179,6708276,70201,1
0.2,0,0,7446978,75222,1
0.2,1543,6173,6881853,70994,1
0.2,0,0,7154567,72268,1
0.2,423,1692,7109252,72216,1
0.2,43,172,6886964,69606,1
0.2,88,353,6524929,65992,1
0.2,211,847,6653714,67411,1
0.2,0,0,7135019,72070,1
0.2,0,0,6530226,65961,1
0.2,180,724,6702948,67879,1
0.2,0,0,7133680,72057,1
0.2,0,0,6424111,64890,1
0.2,34,138,6610711,66807,1
0.2,0,0,6820511,68894,1
0.2,0,0,8311481,83954,1
0.2,0,0,7383682,74582,1
0.2,147,592,7891852,79856,1
0.2,444,1780,7565214,76842,1
0.2,0,0,6870034,69394,1
0.2,0,0,7527152,76031,1
0.2,0,0,7888457,79681,1
0.2,0,0,7234737,73078,1
0.2,109,438,6565277,66420,1
0.2,187,751,7254085,73452,1
0.2,0,0,6995456,70661,1
0.2,313,1253,7456239,75615,1
0.2,67,269,6584560,66574,1
0.2,0,0,7322776,73967,1
0.2,173,693,7256033,73459,1
0.2,0,0,7589600,76662,1
0.2,0,0,6662809,67301,1
0.2,0,0,7018457,70893,1
0.2,0,0,7160267,72325,1
0.2,0,0,6765876,68342,1
0.2,0,0,6454619,65198,1
0.2,0,0,7361191,74355,1
0.2,1015,4064,7830812,80073,1
0.2,0,0,6945851,70160,1
0.2,93,372,6864549,69428,1
0.2,0,0,6829598,68985,1
0.2,745,2984,7787967,79381,1
0.2,106,427,7432360,75176,1
0.2,0,0,7157132,72294,1
0.2,285,1141,6578804,66726,1
0.2,0,0,6655795,67230,1
0.2,0,0,6834617,69036,1
0.2,0,0,7572584,76490,1
0.2,108,436,6270787,63444,1
0.2,606,2428,6996262,71250,1
0.2,0,0,6492674,65582,1
0.2,0,0,6338932,64029,1
0.2,0,0,8205547,82884,1
0.2,185,744,6953748,70417,1
0.2,337,1350,8251799,83674,1
0.2,393,1574,7377399,74896,1
0.2,20,83,6649775,67188,1
0.2,0,0,7184466,72570,1
0.2,1511,6048,6380688,65901,1
0.2,266,1066,6765017,68588,1
0.2,228,915,6690742,67802,1
0.2,43,174,7535940,76161,1
0.2,44,178,6291616,63593,1
0.2,0,0,6957563,70278,1
0.2,282,1129,7220262,73202,1
0.2,0,0,6929758,69997,1
0.2,35,143,7665047,77458,1
0.2,0,0,7481056,75566,1
0.2,0,0,7706361,77842,1
0.2,242,968,8131800,82371,1
0.2,0,0,6835259,69043,1
0.2,0,0,7583673,76602,1
0.2,0,0,6254567,63177,1
0.2,0,0,7359039,74333,1
0.2,0,0,7747376,78256,1
0.2,0,0,7551081,76273,1
0.2,187,748,6733165,68191,1
0.2,0,0,7776964,78555,1
0.2,0,0,7309380,73832,1
0.2,0,0,7122318,71942,1
0.2,0,0,6720439,67883,1
0.2,302,1209,7240106,73422,1
0.2,380,1521,7832267,79478,1
0.2,0,0,6663865,67311,1
0.2,457,1829,7397075,75156,1
0.2,210,843,6999887,70907,1
0.2,0,0,7420769,74957,1
0.2,0,0,7647525,77247,1
0.2,0,0,7415394,74902,1
0.2,1797,7190,7073625,73175,1
0.2,0,0,6357392,64216,1
0.2,193,774,7263531,73554,1
0.2,0,0,7120177,71920,1
0.2,0,0,7443245,75184,1
0.2,218,872,6791558,68810,1
0.2,60,241,7652802,77358,1
0.2,104,416,7040974,71220,1
0.2,0,0,6908121,69778,1
0.2,441,1767,7449670,75672,1
0.2,198,795,7561123,76564,1
0.2,0,0,6853761,69229,1
0.2,0,0,7181219,72537,1
0.2,0,0,7726792,78048,1
0.2,0,0,6479718,65451,1
0.2,703,2812,7523428,76668,1
0.2,0,0,7187435,72600,1
0.2,0,0,7420291,74952,1
0.2,30,124,6006750,60702,1
0.2,0,0,7645466,77226,1
0.2,0,0,6659901,67271,1
0.2,0,0,8238349,83215,1
0.2,712,2850,8563716,87185,1
0.2,74,298,7115591,71945,1
0.2,0,0,7027490,70984,1
0.2,1032,4130,6240226,64022,1
0.2,323,1292,7374045,74795,1
0.2,0,0,6411763,64765,1
0.2,0,0,7026341,70973,1
0.2,0,0,6622607,66895,1
0.2,258,1036,6920735,70153,1
0.2,0,0,6716984,67848,1
0.2,737,2951,6477396,66135,1
0.2,177,712,6906140,69928,1
0.2,87,352,8597508,86926,1
0.2,0,0,7727555,78056,1
0.2,1191,4765,6832228,70155,1
0.2,127,508,7503804,75917,1
0.2,0,0,6767250,68356,1
0.2,0,0,7212738,72855,1
0.2,0,0,7272588,73460,1
0.2,0,0,6940729,70108,1
0.2,0,0,6714578,67824,1
0.2,0,0,6924355,69942,1
0.2,0,0,6845190,69143,1
0.2,200,804,7055529,71459,1
0.2,0,0,7094208,71658,1
0.2,0,0,7469699,75451,1
0.2,0,0,7557608,76339,1
0.2,0,0,7136203,72082,1
0.2,0,0,6170862,62331,1
0.2,0,0,6960686,70309,1
0.2,0,0,6941007,70111,1
0.2,281,1125,6794767,68903,1
0.2,0,0,7197419,72701,1
0.2,0,0,6978085,70485,1
0.2,0,0,6877084,69465,1
0.2,0,0,6600539,66672,1
0.2,20,82,7583583,76621,1
0.2,379,1518,6638173,67415,1
0.2,201,804,7729299,78266,1
0.2,289,1160,6887031,69843,1
0.2,0,0,6975870,70463,1
0.2,141,564,7236440,73230,1
0.2,0,0,7406374,74811,1
0.2,0,0,7286235,73598,1
0.2,31,128,6497799,65664,1
0.2,0,0,7823242,79022,1
0.2,0,0,7114406,71862,1
0.2,549,2200,6353574,64704,1
0.2,0,0,7018856,70897,1
0.2,176,706,7375674,74670,1
0.2,609,2437,8310671,84530,1
0.2,0,0,7254775,73280,1
0.2,248,993,8325734,84336,1
0.2,65,262,7911405,79975,1
0.2,0,0,7700003,77777,1
0.2,0,0,6684349,67518,1
0.2,384,1540,6982878,70902,1
0.2,21,87,7063112,71364,1
0.2,44,179,6586396,66571,1
0.2,0,0,6760401,68286,1
0.2,251,1008,7074513,71700,1
0.2,0,0,6886580,69561,1
0.2,22,92,7277146,73527,1
0.2,144,578,7086747,71721,1
0.2,447,1789,7146465,72615,1
0.2,0,0,7726322,78043,1
0.2,43,172,7243107,73203,1
0.2,16,66,6583063,66510,1
0.2,531,2125,7127543,72504,1
0.2,96,387,6945747,70251,1
0.2,294,1179,6317251,64092,1
0.2,0,0,7009609,70804,1
0.2,0,0,7496911,75726,1
0.2,0,0,6428048,64929,1
0.2,0,0,7551329,76276,1
0.2,743,2972,7503576,76506,1
0.2,0,0,6801900,68706,1
0.2,0,0,8153429,82357,1
0.2,284,1138,6888341,69851,1
0.2,0,0,6366416,64307,1
0.2,444,1779,6637876,67475,1
0.2,0,0,7438648,75137,1
0.2,76,304,6550357,66238,1
0.2,0,0,7822331,79013,1
0.2,0,0,7357624,74319,1
0.2,75,301,7743211,78286,1
0.2,0,0,7469835,75452,1
0.2,14,58,7830250,79106,1
0.2,0,0,6668715,67360,1
0.2,0,0,6818041,68869,1
0.2,0,0,6738438,68065,1
0.2,791,3167,7218825,73676,1
0.2,0,0,7238335,73114,1
0.2,1259,5038,8234296,84382,1
0.2,0,0,6281968,63454,1
0.2,0,0,6895904,69655,1
0.2,624,2496,7034057,71649,1
0.2,0,0,7643075,77202,1
0.2,0,0,6857473,69267,1
0.2,257,1032,7167992,72650,1
0.2,285,1141,7439508,75420,1
0.2,282,1129,7623629,77276,1
0.2,0,0,6821325,68902,1
0.2,81,327,7878759,79661,1
0.2,0,0,6404049,64687,1
0.2,0,0,6853825,69230,1
0.2,0,0,7113017,71848,1
0.2,0,0,7632505,77096,1
0.2,0,0,7498557,75743,1
0.2,0,0,6680043,67475,1
0.2,1009,4038,6557195,67202,1
0.2,0,0,6425243,64901,1
0.2,0,0,7386082,74606,1
0.2,97,390,7138108,72195,1
0.2,253,1012,7249348,73468,1
0.2,0,0,6820657,68895,1
0.2,0,0,7044316,71154,1
0.2,0,0,7247739,73209,1
0.2,761,3045,6306925,64436,1
0.2,0,0,7081816,71533,1
0.2,0,0,7158555,72308,1
0.2,774,3096,6351580,64900,1
0.2,1015,4063,7004455,71726,1
0.2,926,3706,7089302,72497,1
0.2,0,0,6900339,69700,1
0.2,0,0,7340362,74145,1
0.2,214,860,7108750,72010,1
0.2,0,0,7700541,77783,1
0.2,0,0,6588508,66550,1
0.2,0,0,7689640,77673,1
0.2,0,0,7319704,73936,1
0.2,0,0,6588956,66555,1
0.2,0,0,6585530,66520,1
0.2,531,2126,7263940,73882,1
0.2,0,0,8484017,85697,1
0.2,0,0,6470077,65354,1
0.2,0,0,7016208,70870,1
0.2,0,0,6714699,67825,1
0.2,0,0,6892337,69619,1
0.2,0,0,7226834,72998,1
0.2,0,0,6662597,67298,1
0.2,0,0,7125199,71971,1
0.2,0,0,7951013,80313,1
0.2,426,1706,7927992,80489,1
0.2,0,0,7933897,80140,1
0.2,0,0,6096720,61583,1
0.2,0,0,6749415,68175,1
0.2,0,0,7012396,70832,1
0.2,0,0,6967319,70376,1
0.2,0,0,7208636,72814,1
0.2,980,3921,7244025,74112,1
0.2,9,37,6751610,68206,1
0.2,12,49,6968803,70403,1
0.2,0,0,7897850,79776,1
0.2,0,0,7338110,74122,1
0.2,0,0,7769000,78474,1
0.2,0,0,5921477,59812,1
0.2,0,0,6969365,70397,1
0.2,0,0,7230227,73032,1
0.2,0,0,6818938,68878,1
0.2,0,0,6444121,65092,1
0.2,0,0,8310499,83944,1
0.2,436,1744,6264435,63695,1
0.2,161,647,7309110,73983,1
0.2,0,0,6745447,68135,1
0.2,580,2322,6749263,68730,1
0.2,0,0,6668209,67355,1
0.2,0,0,6872920,69423,1
0.2,0,0,7076281,71477,1
0.2,0,0,7350924,74251,1
0.2,289,1158,6215737,63062,1
0.2,0,0,7475540,75510,1
0.2,0,0,6771324,68397,1
0.2,168,672,6935412,70215,1
0.2,428,1712,7133309,72464,1
0.2,362,1450,6194579,62918,1
0.2,0,0,7016518,70873,1
0.2,0,0,7243882,73170,1
0.2,323,1294,8097655,82104,1
0.2,257,1032,6210831,62982,1
0.2,0,0,6114625,61763,1
0.2,244,979,7128262,72236,1
0.2,0,0,6907893,69776,1
0.2,0,0,6820720,68896,1
0.2,0,0,7163665,72360,1
0.2,0,0,7552624,76289,1
0.2,0,0,7060060,71313,1
0.2,0,0,6531457,65974,1
0.2,450,1800,7321474,74386,1
0.2,0,0,6389777,64543,1
0.2,0,0,8114785,81967,1
0.2,0,0,7321537,73954,1
0.2,0,0,7256886,73301,1
0.2,0,0,7667055,77444,1
0.2,0,0,7591396,76680,1
0.2,0,0,6691290,67588,1
0.2,87,352,7080895,71607,1
0.2,672,2690,6390321,65193,1
0.2,0,0,6731916,67999,1
0.2,0,0,6839408,69084,1
0.2,0,0,8168556,82510,1
0.2,0,0,6780079,68485,1
0.2,1084,4337,6966717,71411,1
0.2,417,1669,7239726,73528,1
0.2,219,876,7455146,75514,1
0.2,0,0,6769690,68380,1
0.2,0,0,6773076,68414,1
0.2,0,0,7115837,71877,1
0.2,0,0,7513227,75891,1
0.2,0,0,8167779,82502,1
0.2,428,1716,7543180,76604,1
0.2,263,1056,6672588,67652,1
0.2,0,0,6353312,64174,1
0.2,1127,4512,6628294,68033,1
0.2,0,0,6491318,65568,1
0.2,0,0,7341425,74155,1
0.2,0,0,6939716,70098,1
0.2,0,0,7199518,72722,1
0.2,125,501,6944145,70262,1
0.2,346,1386,6876650,69793,1
0.2,0,0,7186956,72595,1
0.2,0,0,6169810,62321,1
0.2,0,0,6977449,70479,1
0.2,0,0,8107168,81890,1
0.2,0,0,6933855,70038,1
0.2,0,0,6277827,63412,1
0.2,0,0,7978824,80594,1
0.2,0,0,6565085,66313,1
0.2,0,0,6132883,61948,1
0.2,225,900,7852710,79536,1
0.2,931,3727,7750335,79179,1
0.2,0,0,7357376,74316,1
0.2,0,0,7100505,71722,1
0.2,516,2067,7361694,74855,1
0.2,0,0,7060539,71318,1
0.2,0,0,7764418,78428,1
0.2,434,1740,6653110,67619,1
0.2,143,574,7555747,76457,1
0.2,0,0,7249859,73230,1
0.2,0,0,6967232,70376,1
0.2,0,0,6663288,67305,1
0.2,0,0,7640078,77172,1
0.2,265,1062,7167526,72653,1
0.2,247,989,7457907,75569,1
0.2,0,0,7741780,78199,1
0.2,0,0,7228722,73017,1
0.2,0,0,7201965,72747,1
0.2,388,1555,7424033,75362,1
0.2,0,0,7392396,74670,1
0.2,557,2230,7625536,77560,1
0.2,63,252,6889074,69647,1
0.2,0,0,7168557,72409,1
0.2,74,300,6614639,66885,1
0.2,83,334,7721934,78078,1
0.2,229,920,6492673,65802,1
0.2,0,0,6876945,69464,1
0.2,0,0,7257656,73309,1
0.2,323,1294,7125294,72282,1
0.2,0,0,6452237,65174,1
0.2,0,0,7076547,71480,1
0.2,0,0,6817513,68863,1
0.2,0,0,6435772,65007,1
0.2,0,0,7402482,74772,1
0.2,429,1716,7487466,76042,1
0.2,158,636,6796712,68805,1
0.2,0,0,5911338,59710,1
0.2,139,560,6607775,66878,1
0.2,174,700,7585333,76786,1
0.2,0,0,6852068,69212,1
0.2,141,566,7195393,72816,1
0.2,572,2291,6794265,69177,1
0.2,0,0,6631331,66983,1
0.2,0,0,7548521,76247,1
0.2,0,0,6223131,62859,1
0.2,159,638,6211167,62891,1
0.2,833,3333,7209300,73620,1
0.2,514,2056,6585390,67012,1
0.2,0,0,7944111,80243,1
0.2,0,0,6054072,61152,1
0.2,0,0,5854151,59132,1
0.2,119,480,7216667,73009,1
0.2,0,0,7672654,77501,1
0.2,0,0,6824466,68934,1
0.2,578,2314,7964240,81001,1
0.2,1705,6821,6847342,70801,1
0.2,38,155,7040658,71154,1
0.2,0,0,6974311,70447,1
0.2,79,317,6775924,68519,1
0.2,0,0,7466058,75414,1
0.2,246,986,7296852,73941,1
0.2,579,2318,7492222,76234,1
0.2,0,0,7283808,73573,1
0.2,0,0,7300423,73741,1
0.2,0,0,7767904,78463,1
0.2,1142,4569,7033891,72145,1
0.2,0,0,8529972,86161,1
0.2,333,1333,7235813,73408,1
0.2,0,0,6682850,67503,1
0.2,1120,4484,6726074,69014,1
0.2,263,1053,7223327,73215,1
0.2,19,78,7978083,80604,1
0.2,0,0,7544995,76212,1
0.2,930,3721,6026454,61765,1
0.2,0,0,8138273,82204,1
0.2,559,2236,7684423,78156,1
0.2,0,0,6836495,69055,1
0.2,0,0,7742254,78204,1
0.2,1271,5084,7275581,74710,1
0.2,0,0,6371328,64356,1
0.2,0,0,7406970,74817,1
0.2,0,0,7126127,71981,1
0.2,830,3322,5855251,59940,1
0.2,0,0,7542426,76186,1
0.2,0,0,7452392,75276,1
0.2,0,0,7449163,75244,1
0.2,146,587,6167167,62434,1
0.2,0,0,6837129,69061,1
0.2,0,0,7545178,76213,1
0.2,0,0,6791339,68599,1
0.2,0,0,7537640,76137,1
0.2,0,0,6978128,70486,1
0.2,0,0,8116606,81985,1
0.2,0,0,6917642,69875,1
0.2,471,1887,7371107,74907,1
0.2,1500,6004,7370791,75891,1
0.2,0,0,6387445,64519,1
0.2,0,0,6349624,64137,1
0.2,0,0,6969493,70398,1
0.2,80,320,6996140,70744,1
0.2,0,0,6809880,68786,1
0.2,0,0,7322433,73963,1
0.2,0,0,6736246,68042,1
0.2,0,0,7529688,76057,1
0.2,0,0,7305943,73797,1
0.2,407,1629,6870086,69785,1
0.2,0,0,7876419,79559,1
0.2,527,2112,7120581,72430,1
0.2,0,0,6380898,64453,1
0.2,0,0,6560667,66269,1
0.2,106,426,7360649,74451,1
0.2,0,0,7018894,70897,1
0.2,710,2840,6935117,70732,1
0.2,0,0,6021308,60821,1
0.2,0,0,7714600,77925,1
0.2,203,815,7032608,71231,1
0.2,0,0,7275341,73488,1
0.2,0,0,7674115,77516,1
0.2,444,1776,6383546,64906,1
0.2,67,269,7088700,71667,1
0.2,0,0,7055380,71266,1
0.2,0,0,6433983,64989,1
0.2,0,0,6390416,64549,1
0.2,238,954,6650275,67402,1
0.2,0,0,6822986,68919,1
0.2,0,0,7173671,72461,1
0.2,449,1799,7586733,77064,1
0.2,135,542,6170733,62460,1
0.2,0,0,6642566,67096,1
0.2,0,0,6912651,69824,1
0.2,0,0,7038306,71094,1
0.2,0,0,6300724,63643,1
0.2,0,0,6949446,70196,1
0.2,207,829,6839061,69280,1
0.2,117,468,6967567,70491,1
0.2,0,0,6229583,62925,1
0.2,0,0,7233471,73065,1
0.2,0,0,7263494,73368,1
0.2,52,211,6364080,64333,1
0.2,118,475,6963009,70446,1
0.2,0,0,7633739,77108,1
0.2,697,2792,6958516,70956,1
0.2,177,709,7031326,71193,1
0.2,0,0,6720830,67887,1
0.2,0,0,7386896,74615,1
0.2,0,0,6747855,68160,1
0.2,0,0,8209647,82925,1
0.2,0,0,7712325,77902,1
0.2,0,0,7632515,77096,1
0.2,619,2480,6515506,66407,1
0.2,0,0,6140694,62027,1
0.2,0,0,6695859,67634,1
0.2,13,53,7356635,74321,1
0.2,0,0,7031595,71026,1
0.2,0,0,7642938,77201,1
0.2,0,0,6880519,69500,1
0.2,490,1961,7618832,77428,1
0.2,0,0,5861931,59211,1
0.2,0,0,6772790,68412,1
0.2,0,0,8326587,84106,1
0.2,208,836,6717067,68048,1
0.2,0,0,7564509,76409,1
0.2,530,2121,6994081,71155,1
0.2,95,381,7293512,73762,1
0.2,0,0,8385747,84704,1
0.2,0,0,7389646,74642,1
0.2,714,2859,7799325,79466,1
0.2,73,295,7076985,71554,1
0.2,0,0,6523113,65890,1
0.2,0,0,6578008,66444,1
0.2,0,0,6665565,67328,1
0.2,0,0,7248191,73214,1
0.2,0,0,6721372,67892,1
0.2,0,0,6597396,66640,1
0.2,0,0,6538933,66049,1
0.2,0,0,7623705,77007,1
0.2,0,0,7470997,75464,1
0.2,0,0,6999945,70706,1
0.2,0,0,7329234,74032,1
0.2,0,0,6657913,67251,1
0.2,296,1186,7836952,79445,1
0.2,0,0,6566070,66323,1
0.2,0,0,7589111,76657,1
0.2,9,37,7606202,76838,1
0.2,406,1624,6878010,69864,1
0.2,395,1584,6906703,70143,1
0.2,528,2112,8066826,81989,1
0.2,0,0,6236939,62999,1
0.2,0,0,6449290,65144,1
0.2,0,0,7251156,73243,1
0.2,0,0,6974394,70448,1
0.2,201,805,7793089,78910,1
0.2,0,0,6303004,63666,1
0.2,0,0,6944820,70149,1
0.2,928,3714,7885111,80538,1
0.2,50,204,6885705,69600,1
0.2,0,0,6791393,68599,1
0.2,89,360,7295082,73773,1
0.2,0,0,7117513,71894,1
0.2,0,0,7329054,74030,1
0.2,368,1473,7158223,72658,1
0.2,314,1256,7212155,73151,1
0.2,0,0,7482671,75582,1
0.2,0,0,7891117,79708,1
0.2,0,0,7171315,72437,1
0.2,0,0,6513035,65788,1
0.2,0,0,6307752,63714,1
0.2,0,0,7609520,76863,1
0.2,0,0,7172575,72450,1
0.2,550,2202,7478004,76063,1
0.2,0,0,7270844,73442,1
0.2,0,0,6447511,65126,1
0.2,0,0,7856256,79356,1
0.2,161,646,6103612,61807,1
0.2,0,0,6522516,65884,1
0.2,513,2054,7492877,76177,1
0.2,251,1007,6991261,70859,1
0.2,0,0,6767340,68356,1
0.2,0,0,7066747,71381,1
0.2,18,72,7443834,75207,1
0.2,0,0,6297231,63608,1
0.2,70,283,6348018,64188,1
0.2,140,564,7369423,74572,1
0.2,0,0,6996551,70672,1
0.2,906,3625,6977760,71351,1
0.2,0,0,7149278,72214,1
0.2,709,2837,7633529,77786,1
0.2,0,0,6777220,68456,1
0.2,0,0,7085086,71566,1
0.2,0,0,6690537,67581,1
0.2,0,0,7119473,71913,1
0.2,548,2194,6800383,69216,1
0.2,0,0,7969555,80500,1
0.2,715,2862,7833514,79812,1
0.2,143,573,7100184,71856,1
0.2,0,0,7255020,73283,1
0.2,134,539,7499053,75876,1
0.2,0,0,7221150,72940,1
0.2,0,0,7402314,74770,1
0.2,0,0,7193400,72660,1
0.2,0,0,5848784,59078,1
0.2,0,0,7068591,71399,1
0.2,0,0,7965928,80463,1
0.2,0,0,6844008,69131,1
0.2,0,0,6604911,66716,1
0.2,0,0,7367745,74421,1
0.2,777,3112,7736968,78896,1
0.2,0,0,6140657,62026,1
0.2,0,0,6728079,67960,1
0.2,15,62,7699590,77788,1
0.2,0,0,7680802,77583,1
0.2,0,0,6967467,70378,1
0.2,496,1985,7547023,76708,1
0.2,336,1348,6876810,69785,1
0.2,0,0,6841093,69101,1
0.2,0,0,6524217,65901,1
0.2,0,0,7671820,77493,1
0.2,0,0,6764744,68330,1
0.2,0,0,6208480,62711,1
0.2,0,0,6100997,61626,1
0.2,836,3346,7027299,71785,1
0.2,332,1331,7342049,74480,1
0.2,0,0,7475792,75513,1
0.2,0,0,7018339,70892,1
0.2,0,0,7263838,73372,1
0.2,0,0,6163811,62260,1
0.2,0,0,6404295,64689,1
0.2,0,0,7726165,78042,1
0.2,0,0,7518358,75943,1
0.2,589,2357,7560954,76938,1
0.2,171,688,7625332,77187,1
0.2,591,2364,7125082,72537,1
0.2,0,0,7368253,74426,1
0.2,747,2989,6924795,70664,1
0.2,666,2667,6647839,67788,1
0.2,93,374,7109694,71904,1
0.2,85,344,8101751,81917,1
0.2,0,0,6573054,66394,1
0.2,577,2308,5886840,60016,1
0.2,0,0,6838257,69073,1
0.2,0,0,7348205,74224,1
0.2,0,0,7280592,73541,1
0.2,0,0,7967300,80477,1
0.2,35,140,7862610,79453,1
0.2,495,1982,6581856,66958,1
0.2,391,1568,6678838,67838,1
0.2,17,71,7017224,70897,1
0.2,1340,5362,7630426,78360,1
0.2,2825,11300,6896460,72372,1
0.2,0,0,6929101,69990,1
0.2,656,2627,7728441,78694,1
0.2,523,2092,6400992,65158,1
0.2,201,806,8161971,82637,1
0.2,262,1049,6613599,67055,1
0.2,0,0,7927374,80074,1
0.2,0,0,7044456,71156,1
0.2,0,0,7760244,78386,1
0.2,1342,5368,7214187,74158,1
0.2,677,2708,6592443,67239,1
0.2,0,0,6519238,65850,1
0.2,163,656,6800222,68845,1
0.2,0,0,7199133,72718,1
0.2,0,0,6312285,63760,1
0.2,669,2678,6923805,70579,1
0.2,0,0,8289483,83732,1
0.2,0,0,6664434,67317,1
0.2,485,1944,7691044,78152,1
0.2,0,0,6991917,70625,1
0.2,219,880,6907036,69978,1
0.2,0,0,8008343,80892,1
0.2,189,758,6945920,70342,1
0.2,0,0,7547694,76239,1
0.2,0,0,6171746,62340,1
0.2,250,1000,7797871,79006,1
0.2,0,0,6903229,69729,1
0.2,0,0,7021530,70924,1
0.2,0,0,7668073,77455,1
0.2,0,0,6973710,70441,1
0.2,0,0,6469122,65344,1
0.2,204,816,7302045,73953,1
0.2,0,0,6888177,69577,1
0.2,0,0,6788597,68571,1
0.2,1651,6606,6624229,68495,1
0.2,0,0,7093053,71647,1
0.2,0,0,6534408,66004,1
0.2,85,342,7110064,71900,1
0.2,0,0,7498782,75745,1
0.2,0,0,6442553,65076,1
0.2,0,0,7741780,78199,1
0.2,0,0,6999897,70706,1
0.2,285,1144,6716933,68121,1
0.2,0,0,6969051,70394,1
0.2,0,0,6911329,69811,1
0.2,0,0,7806070,78849,1
0.2,0,0,6314995,63787,1
0.2,0,0,7370222,74446,1
0.2,0,0,7159870,72321,1
0.2,0,0,6936255,70063,1
0.2,0,0,6964480,70348,1
0.2,57,228,7019335,70957,1
0.2,0,0,7252400,73256,1
0.2,0,0,7818143,78971,1
0.2,93,374,6730525,68074,1
0.2,355,1424,6161749,62580,1
0.2,449,1799,6552212,66614,1
0.2,0,0,7435536,75106,1
0.2,0,0,7750533,78288,1
0.2,0,0,7228898,73019,1
0.2,0,0,6457609,65228,1
0.2,160,640,7537555,76290,1
0.2,0,0,7460423,75357,1
0.2,0,0,7603026,76798,1
0.2,626,2506,7831910,79710,1
0.2,427,1709,7526461,76434,1
0.2,260,1043,7289468,73880,1
0.2,0,0,6238047,63010,1
0.2,160,642,6552407,66339,1
0.2,173,695,6773384,68583,1
0.2,0,0,7364668,74390,1
0.2,0,0,7374319,74488,1
0.2,0,0,6738040,68061,1
0.2,0,0,6745537,68136,1
0.2,0,0,6624153,66910,1
0.2,0,0,7639174,77163,1
0.2,0,0,6846053,69152,1
0.2,75,302,6404425,64763,1
0.2,55,224,6937883,70132,1
0.2,940,3760,7155658,73181,1
0.2,490,1963,6594596,67082,1
0.2,0,0,7571539,76480,1
0.2,0,0,7039787,71108,1
0.2,15,62,6956973,70286,1
0.2,996,3987,7379803,75499,1
0.2,109,437,6549498,66261,1
0.2,0,0,7182328,72548,1
0.2,0,0,7208668,72814,1
0.2,1162,4651,7680214,78692,1
0.2,0,0,7910468,79903,1
0.2,0,0,7730114,78081,1
0.2,213,855,7492661,75887,1
0.2,0,0,6350915,64150,1
0.2,571,2285,6834326,69581,1
0.2,0,0,7175298,72477,1
0.2,0,0,7648463,77257,1
0.2,1194,4777,6412099,65914,1
0.2,96,387,7368411,74520,1
0.2,0,0,6819880,68887,1
0.2,0,0,7234445,73075,1
0.2,883,3534,7969960,81351,1
0.2,1091,4367,7283360,74616,1
0.2,23,94,7293774,73696,1
0.2,0,0,7346084,74202,1
0.2,0,0,7586298,76629,1
0.2,0,0,6539901,66059,1
0.2,0,0,7759359,78377,1
0.2,280,1123,7832167,79381,1
0.2,423,1693,7446611,75624,1
0.2,0,0,7512071,75879,1
0.2,0,0,6934471,70045,1
0.2,0,0,6773971,68423,1
0.2,168,674,7867333,79629,1
0.2,0,0,6913716,69835,1
0.2,0,0,6634470,67014,1
0.2,0,0,6828197,68971,1
0.2,0,0,7150050,72222,1
0.2,256,1027,6934134,70287,1
0.2,0,0,7520383,75963,1
0.2,720,2880,7883245,80319,1
0.2,681,2727,6848829,69833,1
0.2,124,498,6763874,68440,1
0.2,166,667,7456841,75480,1
0.2,0,0,7300222,73739,1
0.2,290,1161,6887048,69844,1
0.2,0,0,7744831,78230,1
0.2,1584,6339,8081464,83150,1
0.2,0,0,6486093,65516,1
0.2,0,0,7715906,77938,1
0.2,0,0,7832902,79120,1
0.2,0,0,7408222,74830,1
0.2,890,3560,7237729,73962,1
