Penetrance,CaseCars,ControlCars,TotControls,TotCases,Scenario
0.05,255,4853,7383855,74790,1
0.05,0,0,6464599,65298,1
0.05,1357,25800,7707145,78946,1
0.05,0,0,6921382,69912,1
0.05,0,0,6980777,70512,1
0.05,321,6103,7815650,79205,1
0.05,0,0,7528854,76049,1
0.05,283,5378,6250528,63365,1
0.05,81,1542,7215469,72948,1
0.05,0,0,6952671,70229,1
0.05,0,0,6985195,70557,1
0.05,660,12558,7549285,76788,1
0.05,0,0,7153595,72258,1
0.05,849,16149,7350868,74937,1
0.05,957,18197,6786003,69318,1
0.05,2770,52649,6790532,70829,1
0.05,1114,21176,6914583,70744,1
0.05,0,0,7370643,74450,1
0.05,0,0,7156499,72287,1
0.05,0,0,7104807,71765,1
0.05,0,0,6145184,62072,1
0.05,0,0,6675016,67424,1
0.05,326,6199,7106789,72049,1
0.05,2125,40392,7913521,81651,1
0.05,0,0,7675671,77532,1
0.05,0,0,6386006,64505,1
0.05,837,15909,6427623,65601,1
0.05,0,0,7718720,77966,1
0.05,0,0,7032647,71036,1
0.05,0,0,6890296,69598,1
0.05,1645,31270,6710361,69110,1
0.05,0,0,7919741,79997,1
0.05,1440,27378,7634539,78280,1
0.05,0,0,6997552,70682,1
0.05,923,17548,7892503,80468,1
0.05,0,0,7283021,73565,1
0.05,0,0,7370209,74446,1
0.05,0,0,6950976,70211,1
0.05,0,0,6892597,69622,1
0.05,0,0,7153034,72252,1
0.05,889,16894,6919167,70608,1
0.05,1441,27390,6903537,70897,1
0.05,451,8573,7524975,76374,1
0.05,0,0,6583015,66495,1
0.05,830,15780,7081965,72205,1
0.05,59,1133,7221961,72996,1
0.05,671,12751,7683601,78154,1
0.05,217,4128,7612006,77064,1
0.05,0,0,6926944,69969,1
0.05,1679,31908,7829456,80442,1
0.05,919,17467,7549704,77002,1
0.05,0,0,7639652,77168,1
0.05,601,11424,7872648,80007,1
0.05,0,0,7551107,76273,1
0.05,0,0,7471606,75470,1
0.05,0,0,7316693,73905,1
0.05,282,5360,7737837,78387,1
0.05,1510,28705,7628043,78270,1
0.05,737,14014,7180687,73127,1
0.05,880,16734,8318246,84733,1
0.05,0,0,7367907,74423,1
0.05,0,0,6713033,67808,1
0.05,113,2150,6452390,65266,1
0.05,0,0,7210660,72834,1
0.05,264,5027,6731310,68206,1
0.05,0,0,7404045,74788,1
0.05,1962,37282,7128352,73588,1
0.05,0,0,7192807,72654,1
0.05,0,0,7411522,74863,1
0.05,164,3120,7406253,74943,1
0.05,829,15764,7080062,72185,1
0.05,230,4375,7505910,76003,1
0.05,0,0,7126230,71982,1
0.05,71,1368,7369493,74496,1
0.05,0,0,6222694,62855,1
0.05,463,8816,7023823,71321,1
0.05,1499,28483,7692222,78910,1
0.05,0,0,7232963,73060,1
0.05,369,7016,7106201,72077,1
0.05,696,13240,7042988,71703,1
0.05,58,1112,6478154,65482,1
0.05,20,383,6413312,64797,1
0.05,0,0,7835161,79143,1
0.05,0,0,5840591,58995,1
0.05,0,0,6955729,70259,1
0.05,0,0,6960121,70304,1
0.05,0,0,6876328,69457,1
0.05,0,0,7362739,74371,1
0.05,0,0,6934402,70044,1
0.05,0,0,7277159,73506,1
0.05,0,0,6882446,69519,1
0.05,0,0,6953438,70236,1
0.05,0,0,9003202,90941,1
0.05,172,3282,7496141,75857,1
0.05,0,0,6776195,68446,1
0.05,242,4602,6599303,66855,1
0.05,0,0,6729880,67978,1
0.05,979,18616,6980855,71304,1
0.05,0,0,5904696,59643,1
0.05,246,4674,6992170,70826,1
0.05,0,0,7035140,71062,1
0.05,0,0,7460677,75360,1
0.05,93,1784,7193914,72740,1
0.05,163,3107,7123163,72082,1
0.05,1799,34190,7517175,77384,1
0.05,210,4006,7204912,72946,1
0.05,0,0,7519711,75956,1
0.05,167,3176,6039988,61144,1
0.05,809,15373,7902033,80472,1
0.05,318,6061,7107273,72047,1
0.05,36,696,6484089,65524,1
0.05,385,7318,7325537,74306,1
0.05,187,3566,7514303,76053,1
0.05,0,0,7027883,70988,1
0.05,245,4655,7789025,78874,1
0.05,778,14793,7179830,73152,1
0.05,143,2733,7119492,72029,1
0.05,623,11855,7309896,74340,1
0.05,0,0,6931763,70017,1
0.05,1925,36580,6932398,71579,1
0.05,0,0,6930941,70009,1
0.05,0,0,6435781,65007,1
0.05,0,0,7420889,74958,1
0.05,277,5279,5986143,60689,1
0.05,279,5317,6095816,61799,1
0.05,448,8514,6748214,68525,1
0.05,0,0,7059789,71311,1
0.05,0,0,7245504,73186,1
0.05,1134,21559,7309648,74751,1
0.05,557,10589,6894463,70091,1
0.05,92,1761,7121833,72011,1
0.05,0,0,7256696,73299,1
0.05,0,0,6893276,69629,1
0.05,17,330,7359335,74350,1
0.05,0,0,7206785,72795,1
0.05,0,0,7206373,72791,1
0.05,916,17404,7197195,73439,1
0.05,167,3190,7832943,79255,1
0.05,1132,21516,6616789,67750,1
0.05,915,17395,6356134,64942,1
0.05,1073,20387,7286600,74469,1
0.05,184,3500,6985452,70708,1
0.05,0,0,7013193,70840,1
0.05,1148,21814,6928871,70916,1
0.05,0,0,8150809,82331,1
0.05,0,0,6354751,64189,1
0.05,68,1309,7185819,72638,1
0.05,0,0,7060981,71323,1
0.05,3,58,7388540,74634,1
0.05,88,1673,6941019,70182,1
0.05,0,0,6099971,61615,1
0.05,1901,36138,7248256,74750,1
0.05,1321,25107,7147648,73265,1
0.05,1481,28156,7376284,75704,1
0.05,0,0,7031502,71025,1
0.05,0,0,7577313,76538,1
0.05,0,0,8351560,84359,1
0.05,0,0,7023278,70942,1
0.05,0,0,7829176,79082,1
0.05,0,0,6960516,70308,1
0.05,197,3752,8281291,83808,1
0.05,818,15550,6717965,68519,1
0.05,0,0,7521408,75973,1
0.05,0,0,7384306,74588,1
0.05,242,4605,7709730,78071,1
0.05,0,0,8002561,80833,1
0.05,282,5374,7581664,76810,1
0.05,1493,28377,7029822,72214,1
0.05,1494,28403,6608929,67963,1
0.05,0,0,7325945,73999,1
0.05,0,0,6216321,62791,1
0.05,143,2717,7218596,73030,1
0.05,0,0,6998865,70695,1
0.05,0,0,7048448,71196,1
0.05,0,0,7243618,73167,1
0.05,643,12226,8235950,83710,1
0.05,512,9739,6692536,68015,1
0.05,0,0,7763185,78416,1
0.05,180,3430,6234410,63119,1
0.05,0,0,7785024,78636,1
0.05,0,0,6723905,67918,1
0.05,388,7387,7646421,77549,1
0.05,0,0,7450845,75261,1
0.05,0,0,7708913,77867,1
0.05,88,1681,6712727,67876,1
0.05,1051,19981,7667850,78302,1
0.05,6,119,6898635,69687,1
0.05,0,0,7272177,73456,1
0.05,99,1887,7792810,78795,1
0.05,931,17706,7318129,74672,1
0.05,687,13066,6953064,70787,1
0.05,325,6183,7012857,71099,1
0.05,0,0,7442800,75179,1
0.05,0,0,7478221,75537,1
0.05,0,0,7208280,72810,1
0.05,788,14979,7382810,75210,1
0.05,163,3102,7753797,78452,1
0.05,0,0,7227329,73003,1
0.05,233,4435,6929613,70184,1
0.05,1497,28450,6845117,70352,1
0.05,250,4761,6868799,69583,1
0.05,0,0,6568860,66352,1
0.05,1060,20156,7475865,76370,1
0.05,0,0,7834772,79139,1
0.05,0,0,7470060,75455,1
0.05,0,0,7876402,79559,1
0.05,118,2253,7444159,75288,1
0.05,0,0,6774208,68426,1
0.05,0,0,6749987,68181,1
0.05,0,0,7228431,73014,1
0.05,189,3600,7478021,75688,1
0.05,0,0,6858275,69275,1
0.05,0,0,7377224,74517,1
0.05,199,3784,7343332,74335,1
0.05,0,0,7789826,78685,1
0.05,0,0,7239222,73123,1
0.05,0,0,5601751,56583,1
0.05,0,0,6527470,65934,1
0.05,0,0,7098301,71700,1
0.05,0,0,6893565,69631,1
0.05,0,0,7514254,75901,1
0.05,393,7479,7025624,71283,1
0.05,811,15418,7117992,72554,1
0.05,0,0,7506259,75820,1
0.05,569,10811,6401671,65123,1
0.05,0,0,7189513,72621,1
0.05,0,0,7457148,75324,1
0.05,547,10412,7708224,78302,1
0.05,0,0,7694570,77722,1
0.05,0,0,6959505,70298,1
0.05,0,0,7144539,72167,1
0.05,755,14352,7149135,72823,1
0.05,233,4446,7202739,72943,1
0.05,0,0,7577010,76535,1
0.05,0,0,6670225,67376,1
0.05,614,11677,7490691,76159,1
0.05,0,0,7250965,73242,1
0.05,463,8797,7564788,76786,1
0.05,0,0,5754530,58126,1
0.05,1258,23910,7160043,73340,1
0.05,0,0,6798132,68668,1
0.05,0,0,7772555,78510,1
0.05,595,11312,6878490,69960,1
0.05,0,0,6994813,70654,1
0.05,272,5183,6646017,67351,1
0.05,0,0,7144675,72168,1
0.05,0,0,7141951,72140,1
0.05,189,3600,7184073,72719,1
0.05,0,0,6833804,69028,1
0.05,27,518,6488326,65560,1
0.05,467,8875,7182809,72930,1
0.05,492,9352,6965186,70752,1
0.05,0,0,7719102,77970,1
0.05,0,0,6970549,70409,1
0.05,975,18541,6941449,70903,1
0.05,2066,39257,6361575,65927,1
0.05,622,11826,7078610,72003,1
0.05,0,0,7100887,71726,1
0.05,0,0,7073524,71449,1
0.05,0,0,6835609,69046,1
0.05,243,4631,6518078,66035,1
0.05,0,0,7196311,72690,1
0.05,0,0,6647784,67149,1
0.05,0,0,6690403,67579,1
0.05,0,0,6960223,70305,1
0.05,268,5098,7016799,71093,1
0.05,86,1648,7634767,77188,1
0.05,0,0,6880561,69500,1
0.05,0,0,7496443,75721,1
0.05,0,0,6917199,69870,1
0.05,683,12983,6486844,66075,1
0.05,290,5527,7629636,77301,1
0.05,0,0,7268110,73415,1
0.05,431,8196,6332304,64310,1
0.05,555,10547,6691868,68043,1
0.05,0,0,7364904,74392,1
0.05,108,2062,6748460,68253,1
0.05,683,12989,7301732,74306,1
0.05,0,0,7274749,73482,1
0.05,0,0,5996348,60569,1
0.05,1196,22732,7119434,72879,1
0.05,440,8360,6943174,70488,1
0.05,0,0,8595995,86828,1
0.05,1237,23511,7573654,77501,1
0.05,301,5734,7124493,72207,1
0.05,0,0,6206691,62693,1
0.05,0,0,6527630,65935,1
0.05,0,0,6962782,70331,1
0.05,0,0,7619770,76967,1
0.05,98,1877,7343788,74258,1
0.05,0,0,7053313,71245,1
0.05,1122,21332,7312795,74773,1
0.05,0,0,6962732,70330,1
0.05,0,0,7891445,79711,1
0.05,554,10544,6308132,64165,1
0.05,0,0,7177888,72503,1
0.05,974,18521,6774727,69218,1
0.05,488,9285,6465109,65698,1
0.05,0,0,6917850,69877,1
0.05,854,16238,7462034,76064,1
0.05,0,0,7455288,75305,1
0.05,0,0,6764313,68326,1
0.05,190,3621,7710585,78038,1
0.05,1922,36527,6379329,65990,1
0.05,761,14476,7378322,75143,1
0.05,0,0,7212496,72853,1
0.05,102,1940,6932673,70109,1
0.05,0,0,6427092,64920,1
0.05,0,0,7269254,73426,1
0.05,402,7639,7675824,77858,1
0.05,239,4558,6933534,70228,1
0.05,0,0,7561316,76376,1
0.05,0,0,7520830,75967,1
0.05,0,0,7528195,76042,1
0.05,0,0,6885318,69548,1
0.05,1403,26660,7188892,73748,1
0.05,0,0,7196245,72689,1
0.05,0,0,7133769,72058,1
0.05,0,0,8268581,83521,1
0.05,0,0,7389770,74644,1
0.05,191,3630,6699338,67824,1
0.05,333,6338,8255854,83661,1
0.05,829,15762,6987127,71246,1
0.05,139,2648,6752732,68321,1
0.05,0,0,7227864,73008,1
0.05,0,0,6648171,67153,1
0.05,2276,43254,7473840,77332,1
0.05,812,15433,7847930,79928,1
0.05,0,0,7531882,76079,1
0.05,330,6275,7031278,71289,1
0.05,43,831,7045521,71201,1
0.05,0,0,6957309,70275,1
0.05,90,1728,6915899,69930,1
0.05,816,15508,6706706,68403,1
0.05,0,0,7122571,71945,1
0.05,0,0,6576684,66431,1
0.05,0,0,7095277,71669,1
0.05,0,0,7151263,72234,1
0.05,0,0,8494365,85801,1
0.05,0,0,6981405,70519,1
0.05,1489,28292,7289128,74830,1
0.05,0,0,6391000,64555,1
0.05,0,0,7179283,72518,1
0.05,0,0,7685224,77628,1
0.05,0,0,7332563,74066,1
0.05,331,6305,7143049,72419,1
0.05,1391,26444,7462751,76505,1
0.05,0,0,6852030,69212,1
0.05,119,2269,7037958,71186,1
0.05,0,0,7549886,76261,1
0.05,0,0,6846036,69151,1
0.05,1182,22463,6787602,69516,1
0.05,0,0,7556967,76332,1
0.05,374,7122,7220910,73240,1
0.05,243,4632,6246972,63296,1
0.05,0,0,7500945,75767,1
0.05,1341,25496,7282649,74645,1
0.05,0,0,6693970,67615,1
0.05,0,0,6600298,66669,1
0.05,1614,30671,6980062,71809,1
0.05,804,15293,7254916,73931,1
0.05,1774,33710,6847159,70596,1
0.05,251,4770,7399534,74945,1
0.05,0,0,7177985,72504,1
0.05,2239,42559,6939855,71908,1
0.05,669,12716,7604826,77356,1
0.05,0,0,6654874,67220,1
0.05,205,3904,8209777,83092,1
0.05,976,18551,7095126,72456,1
0.05,0,0,7888769,79684,1
0.05,0,0,6359665,64239,1
0.05,0,0,7854880,79342,1
0.05,0,0,7324625,73986,1
0.05,0,0,6673388,67407,1
0.05,0,0,6988940,70595,1
0.05,0,0,6824127,68930,1
0.05,0,0,6982738,70532,1
0.05,0,0,6933034,70030,1
0.05,601,11436,6860075,69779,1
0.05,0,0,7156059,72283,1
0.05,228,4337,6213229,62944,1
0.05,834,15851,7326260,74676,1
0.05,0,0,7706633,77844,1
0.05,0,0,8236195,83193,1
0.05,0,0,7027130,70981,1
0.05,0,0,7832678,79117,1
0.05,0,0,6904130,69738,1
0.05,145,2769,7797656,78881,1
0.05,692,13159,6606399,67290,1
0.05,1025,19494,7975627,81389,1
0.05,840,15962,6516437,66501,1
0.05,315,6000,6893742,69888,1
0.05,147,2809,6479754,65570,1
0.05,1403,26668,7016512,72007,1
0.05,0,0,7231983,73050,1
0.05,0,0,7705515,77833,1
0.05,0,0,7530433,76064,1
0.05,0,0,7281806,73553,1
0.05,316,6016,7579966,76820,1
0.05,0,0,6936991,70070,1
0.05,484,9196,7200329,73121,1
0.05,0,0,7340975,74151,1
0.05,0,0,7106355,71781,1
0.05,0,0,7342755,74169,1
0.05,1167,22173,6754368,69168,1
0.05,0,0,6912402,69822,1
0.05,1700,32314,7160605,73702,1
0.05,0,0,7214276,72871,1
0.05,0,0,6637444,67044,1
0.05,20,395,7527694,76053,1
0.05,867,16481,7162669,73050,1
0.05,240,4562,6965766,70555,1
0.05,297,5660,6541104,66311,1
0.05,701,13327,7413270,75447,1
0.05,0,0,6260079,63233,1
0.05,464,8822,6641077,67456,1
0.05,0,0,6955540,70257,1
0.05,0,0,6780176,68486,1
0.05,0,0,7245512,73186,1
0.05,0,0,6807741,68765,1
0.05,440,8374,7258337,73671,1
0.05,471,8959,6657106,67624,1
0.05,0,0,6791886,68604,1
0.05,0,0,6983520,70540,1
0.05,0,0,7342049,74162,1
0.05,0,0,6068044,61293,1
0.05,0,0,7508486,75843,1
0.05,301,5724,6986369,70812,1
0.05,0,0,7616027,76929,1
0.05,0,0,7089499,71611,1
0.05,2251,42786,6838345,70893,1
0.05,501,9524,6315090,64193,1
0.05,222,4218,7402056,74947,1
0.05,2039,38755,5472764,56927,1
0.05,0,0,6861742,69310,1
0.05,633,12033,6643337,67615,1
0.05,1318,25042,6702118,68763,1
0.05,0,0,7072916,71443,1
0.05,660,12545,6644791,67652,1
0.05,0,0,7358749,74330,1
0.05,0,0,8074400,81559,1
0.05,0,0,6628218,66951,1
0.05,314,5983,6476582,65673,1
0.05,767,14580,7006412,71391,1
0.05,1786,33947,7759534,79822,1
0.05,0,0,6851117,69203,1
0.05,0,0,6935571,70056,1
0.05,0,0,7101484,71732,1
0.05,268,5106,7473169,75702,1
0.05,0,0,7999518,80803,1
0.05,450,8550,7887240,80032,1
0.05,0,0,7699950,77777,1
0.05,0,0,7509144,75849,1
0.05,0,0,6830534,68995,1
0.05,310,5894,8093244,82000,1
0.05,1832,34816,6885519,71031,1
0.05,1052,20006,7170525,73279,1
0.05,0,0,6444300,65093,1
0.05,2022,38418,6963367,71970,1
0.05,0,0,7116685,71885,1
0.05,0,0,6809025,68778,1
0.05,313,5954,6549687,66411,1
0.05,0,0,7479325,75548,1
0.05,0,0,8229995,83131,1
0.05,0,0,6646049,67131,1
0.05,450,8554,7146755,72553,1
0.05,2543,48329,6738045,70115,1
0.05,599,11400,7198743,73198,1
0.05,872,16581,6754474,68931,1
0.05,239,4550,7411269,75054,1
0.05,0,0,6868395,69377,1
0.05,0,0,7226430,72994,1
0.05,1113,21161,7785615,79541,1
0.05,0,0,5739396,57973,1
0.05,0,0,7395252,74699,1
0.05,0,0,7683818,77614,1
0.05,344,6540,7195581,72960,1
0.05,1139,21653,7056772,72200,1
0.05,659,12534,6500479,66193,1
0.05,333,6330,7611700,77154,1
0.05,0,0,6803959,68726,1
0.05,0,0,7818637,78976,1
0.05,270,5148,7654248,77533,1
0.05,0,0,6798209,68668,1
0.05,0,0,7173191,72456,1
0.05,0,0,7067425,71388,1
0.05,0,0,6509283,65750,1
0.05,0,0,7101155,71728,1
0.05,0,0,6556841,66230,1
0.05,0,0,7098301,71700,1
0.05,162,3080,7123533,72085,1
0.05,0,0,7259482,73328,1
0.05,1577,29972,7277944,74788,1
0.05,52,1001,7718418,78005,1
0.05,0,0,7812431,78913,1
0.05,0,0,7506322,75821,1
0.05,366,6954,7697638,78049,1
0.05,11,222,7604956,76826,1
0.05,0,0,7363618,74379,1
0.05,2343,44520,6781100,70389,1
0.05,1874,35618,7846774,80774,1
0.05,0,0,7286685,73602,1
0.05,1,19,6613479,66803,1
0.05,0,0,5665164,57223,1
0.05,0,0,7073134,71445,1
0.05,0,0,6838990,69080,1
0.05,80,1521,7034882,71124,1
0.05,0,0,6970620,70410,1
0.05,108,2068,7136560,72173,1
0.05,16,315,6127904,61910,1
0.05,231,4400,7212456,73039,1
0.05,0,0,7780416,78590,1
0.05,0,0,7607474,76843,1
0.05,0,0,6694268,67618,1
0.05,1355,25753,7320174,75036,1
0.05,0,0,7670719,77482,1
0.05,0,0,6975747,70462,1
0.05,0,0,7242352,73155,1
0.05,0,0,7547418,76236,1
0.05,20,395,6597151,66653,1
0.05,0,0,6470583,65359,1
0.05,472,8981,7875678,79933,1
0.05,0,0,7097908,71696,1
0.05,0,0,7243257,73164,1
0.05,323,6156,7824142,79292,1
0.05,0,0,6952386,70226,1
0.05,0,0,8128358,82104,1
0.05,0,0,6362585,64268,1
0.05,0,0,6893383,69630,1
0.05,0,0,6422416,64872,1
0.05,592,11257,7186819,73072,1
0.05,80,1521,6795440,68705,1
0.05,0,0,7295252,73689,1
0.05,0,0,6390656,64552,1
0.05,0,0,8333892,84180,1
0.05,0,0,8041495,81227,1
0.05,0,0,7275856,73493,1
0.05,574,10912,6789761,69047,1
0.05,635,12077,7805610,79357,1
0.05,0,0,7848506,79277,1
0.05,141,2692,7069686,71524,1
0.05,390,7416,7862457,79733,1
0.05,0,0,7337811,74119,1
0.05,0,0,7009487,70802,1
0.05,0,0,7368889,74433,1
0.05,688,13086,6885947,70110,1
0.05,343,6531,7422621,75253,1
0.05,119,2274,8043378,81342,1
0.05,0,0,7956601,80369,1
0.05,0,0,7732402,78105,1
0.05,236,4490,6837008,69251,1
0.05,56,1066,7234721,73123,1
0.05,0,0,7509089,75849,1
0.05,1136,21598,6915004,70766,1
0.05,0,0,7364668,74390,1
0.05,0,0,7209888,72827,1
0.05,209,3989,6643068,67270,1
0.05,4750,90254,8671968,91433,1
0.05,760,14456,6358623,64842,1
0.05,808,15364,7461394,76020,1
0.05,0,0,6572865,66392,1
0.05,0,0,6864884,69342,1
0.05,0,0,7195101,72677,1
0.05,1534,29154,7099492,72951,1
0.05,0,0,7017692,70885,1
0.05,0,0,7160542,72328,1
0.05,0,0,7059285,71305,1
0.05,434,8252,7754593,78679,1
0.05,0,0,8154549,82369,1
0.05,944,17952,7041485,71888,1
0.05,1398,26579,6770401,69517,1
0.05,0,16,7597806,76745,1
0.05,1238,23535,7209962,73828,1
0.05,909,17280,6829489,69719,1
0.05,236,4488,6626317,67123,1
0.05,1183,22480,7540188,77119,1
0.05,0,0,7033255,71042,1
0.05,481,9140,6944089,70530,1
0.05,0,0,7241704,73148,1
0.05,1578,29986,6727611,69230,1
0.05,508,9667,6391413,64970,1
0.05,0,0,7344601,74187,1
0.05,388,7372,6828654,69289,1
0.05,1536,29190,7970010,81746,1
0.05,0,0,6999374,70700,1
0.05,0,0,7343790,74179,1
0.05,30,582,6420810,64880,1
0.05,558,10605,6491052,66017,1
0.05,0,0,7735271,78134,1
0.05,0,0,7113963,71858,1
0.05,0,0,6906861,69766,1
0.05,0,0,6666761,67341,1
0.05,0,0,7242278,73154,1
0.05,467,8879,7044189,71530,1
0.05,2549,48439,7137091,74151,1
0.05,206,3927,6955287,70421,1
0.05,104,1989,5982104,60509,1
0.05,553,10516,6998345,71137,1
0.05,0,0,7438879,75140,1
0.05,1693,32183,7517845,77305,1
0.05,0,0,6927895,69978,1
0.05,0,0,6916558,69864,1
0.05,0,0,6810996,68797,1
0.05,3169,60218,6600813,69235,1
0.05,0,0,7052932,71241,1
0.05,0,0,5931437,59913,1
0.05,0,0,7509342,75851,1
0.05,0,0,6560605,66268,1
0.05,0,0,6954925,70251,1
0.05,0,0,7768893,78473,1
0.05,0,0,7260917,73342,1
0.05,1097,20856,7210397,73718,1
0.05,0,0,7174293,72467,1
0.05,847,16095,8047857,81975,1
0.05,0,0,6900951,69706,1
0.05,0,0,7131088,72031,1
0.05,0,0,8263790,83472,1
0.05,0,0,6624314,66912,1
0.05,0,0,7803006,78818,1
0.05,1177,22374,6262109,64204,1
0.05,341,6482,7203522,73038,1
0.05,0,0,7897821,79775,1
0.05,0,0,7609517,76863,1
0.05,90,1727,7143679,72230,1
0.05,0,0,6411817,64765,1
0.05,712,13532,7025182,71536,1
0.05,164,3129,6801601,68835,1
0.05,0,0,6620420,66872,1
0.05,0,0,7250477,73237,1
0.05,0,0,6870399,69397,1
0.05,0,0,8347542,84318,1
0.05,0,0,7685532,77631,1
0.05,79,1513,6512523,65846,1
0.05,0,0,7086416,71579,1
0.05,742,14104,6680883,68083,1
0.05,0,0,7395629,74703,1
0.05,651,12375,6821699,69432,1
0.05,0,0,7795261,78740,1
0.05,0,0,7747600,78258,1
0.05,0,0,7046288,71174,1
0.05,0,0,6318940,63827,1
0.05,0,0,6795512,68641,1
0.05,0,0,6038869,60998,1
0.05,0,0,7298486,73722,1
0.05,0,0,7306903,73807,1
0.05,137,2605,6895194,69759,1
0.05,1114,21175,6752352,69105,1
0.05,568,10801,6718383,68321,1
0.05,856,16266,7048441,71888,1
0.05,1242,23614,7231193,74045,1
0.05,0,0,8613444,87004,1
0.05,323,6145,7014913,71118,1
0.05,0,0,7651837,77291,1
0.05,0,0,7629511,77065,1
0.05,218,4144,7004776,70931,1
0.05,0,0,7119072,71909,1
0.05,301,5724,6678195,67699,1
0.05,1236,23491,7006430,71770,1
0.05,0,0,7235939,73090,1
0.05,630,11979,7553142,76803,1
0.05,0,0,7167051,72394,1
0.05,0,0,7265735,73391,1
0.05,851,16183,6218122,63496,1
0.05,0,0,7421311,74962,1
0.05,0,0,6101708,61633,1
0.05,0,0,7004654,70754,1
0.05,752,14288,6628417,67561,1
0.05,0,0,7049331,71205,1
0.05,0,0,7154308,72265,1
0.05,0,0,7569364,76458,1
0.05,1345,25561,7605473,77909,1
0.05,272,5178,8076109,81796,1
0.05,0,0,7342289,74164,1
0.05,0,0,6563094,66293,1
0.05,579,11002,7374038,74953,1
0.05,423,8042,7449637,75590,1
0.05,816,15513,7142992,72810,1
0.05,0,0,7603143,76799,1
0.05,0,0,6574802,66412,1
0.05,0,0,7252387,73256,1
0.05,205,3909,7202283,72915,1
0.05,30,585,7043947,71175,1
0.05,459,8729,5489611,55821,1
0.05,204,3878,7892584,79887,1
0.05,0,0,7034513,71055,1
0.05,0,0,7333805,74078,1
0.05,0,0,7522279,75982,1
0.05,0,0,6408750,64734,1
0.05,458,8708,7184538,72941,1
0.05,185,3520,7364215,74535,1
0.05,999,18986,6950000,71009,1
0.05,0,0,7468391,75438,1
0.05,3183,60489,5729593,60446,1
0.05,0,0,6855408,69246,1
0.05,0,0,7306121,73799,1
0.05,0,0,6328191,63921,1
0.05,0,0,7824565,79036,1
0.05,0,0,6861114,69304,1
0.05,1121,21314,7315467,74799,1
0.05,0,0,7384761,74593,1
0.05,88,1676,6720847,67958,1
0.05,0,0,7635874,77130,1
0.05,0,0,7248525,73217,1
0.05,682,12967,6932799,70579,1
0.05,574,10922,6270698,63804,1
0.05,0,0,6935459,70055,1
0.05,0,0,7912330,79922,1
0.05,0,0,6948298,70184,1
0.05,0,0,7274105,73475,1
0.05,1265,24049,7546426,77248,1
0.05,0,0,7678007,77555,1
0.05,0,0,6579026,66454,1
0.05,0,0,7273406,73468,1
0.05,0,0,7625030,77020,1
0.05,304,5794,7244930,73426,1
0.05,92,1766,7872226,79591,1
0.05,156,2974,7554971,76438,1
0.05,1689,32109,6720549,69248,1
0.05,0,0,6837359,69064,1
0.05,222,4218,7165232,72555,1
0.05,305,5802,6740206,68329,1
0.05,0,0,7949507,80298,1
0.05,557,10598,7288462,74070,1
0.05,0,0,7105522,71772,1
0.05,0,0,6614251,66810,1
0.05,0,0,7050372,71215,1
0.05,0,0,7526708,76027,1
0.05,0,0,7634472,77115,1
0.05,1328,25244,6756798,69323,1
0.05,0,0,7531211,76072,1
0.05,283,5381,6882134,69745,1
0.05,369,7029,7356506,74606,1
0.05,363,6902,6676699,67734,1
0.05,0,0,7168439,72408,1
0.05,0,0,6999151,70698,1
0.05,0,0,7516123,75920,1
0.05,0,0,7038852,71099,1
0.05,216,4119,7182232,72722,1
0.05,0,0,7226602,72995,1
0.05,500,9510,7198898,73120,1
0.05,239,4549,7327685,74210,1
0.05,0,0,7149849,72220,1
0.05,0,0,6377174,64415,1
0.05,0,0,7263145,73365,1
0.05,0,0,7136910,72089,1
0.05,0,0,7064706,71360,1
0.05,0,0,6029467,60903,1
0.05,125,2380,6281571,63551,1
0.05,0,0,6659676,67269,1
0.05,571,10864,6232492,63415,1
0.05,0,0,6725798,67937,1
0.05,0,0,6401152,64658,1
0.05,0,0,6287637,63511,1
0.05,0,0,7586372,76630,1
0.05,0,0,6715815,67836,1
0.05,1739,33051,6975739,71867,1
0.05,421,8012,6451569,65507,1
0.05,0,0,7459811,75351,1
0.05,0,0,6333039,63970,1
0.05,1023,19449,7598664,77580,1
0.05,0,0,6595686,66623,1
0.05,673,12799,8206856,83441,1
0.05,0,0,6258050,63212,1
0.05,0,0,7501168,75769,1
0.05,0,0,7443024,75182,1
0.05,0,0,6653008,67202,1
0.05,0,0,6512660,65784,1
0.05,315,5985,6649616,67422,1
0.05,246,4683,7432397,75273,1
0.05,0,0,6906562,69763,1
0.05,771,14668,7331921,74682,1
0.05,0,0,6439081,65041,1
0.05,1948,37015,7177786,74076,1
0.05,0,0,6973369,70438,1
0.05,370,7031,7484939,75904,1
0.05,0,0,6703442,67711,1
0.05,1397,26551,7082642,72670,1
0.05,787,14964,6430875,65594,1
0.05,0,0,7027606,70985,1
0.05,0,0,6555986,66222,1
0.05,592,11254,6823499,69402,1
0.05,0,0,6217435,62802,1
0.05,0,0,7586409,76630,1
0.05,0,0,7044227,71153,1
0.05,1232,23416,7052848,72236,1
0.05,1472,27976,7513285,77081,1
0.05,0,0,7110229,71820,1
0.05,0,0,7271475,73449,1
0.05,31,590,7112479,71868,1
0.05,0,0,6659850,67271,1
0.05,482,9164,7319459,74323,1
0.05,437,8310,6725530,68287,1
0.05,0,0,8419771,85048,1
0.05,0,0,7637912,77150,1
0.05,341,6481,7370646,74726,1
0.05,0,0,6637676,67047,1
